dateTime,measureValue,unit,unitSymbol,deviceId,measureType
2020-04-28 17:45:42,2700,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:31,1628,MegaWatts,MW,dev-3,Output
2020-05-01 18:33:56,3038,Revolutions per Minute,RPM,dev-8,Rotation Speed
2020-04-29 15:55:20,2711,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 16:00:33,1498,MegaWatts,MW,dev-1,Output
2020-04-28 17:43:51,1451,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:45,3144,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 15:55:27,2919,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:40:58,3229,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:41:49,3077,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:15,1647,MegaWatts,MW,dev-2,Output
2020-04-28 17:37:32,1456,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:21,1580,MegaWatts,MW,dev-2,Output
2020-04-28 17:39:02,2792,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:40:20,1462,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:20,1538,MegaWatts,MW,dev-5,Output
2020-04-28 17:45:14,1478,MegaWatts,MW,dev-1,Output
2020-04-28 17:42:58,1547,MegaWatts,MW,dev-1,Output
2020-04-28 17:42:14,3034,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:42:25,2865,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:45:19,1564,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:00,3248,Revolutions per Minute,RPM,dev-9,Rotation Speed
2020-04-28 17:45:49,3285,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:33:53,2714,Revolutions per Minute,RPM,dev-7,Rotation Speed
2020-04-28 17:38:41,3191,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:36,1536,MegaWatts,MW,dev-3,Output
2020-04-28 17:38:31,3090,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:40,1420,MegaWatts,MW,dev-10,Output
2020-05-01 18:33:41,3153,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:53,1523,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:00,1627,MegaWatts,MW,dev-1,Output
2020-04-28 17:41:57,2741,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:33:31,1595,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:19,3225,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-04-29 16:00:37,2776,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:39:17,2979,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:01,1522,MegaWatts,MW,dev-6,Output
2020-04-28 17:40:25,1490,MegaWatts,MW,dev-2,Output
2020-04-28 17:40:28,1534,MegaWatts,MW,dev-1,Output
2020-04-28 17:39:45,3288,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:47:09,3028,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:07,1589,MegaWatts,MW,dev-9,Output
2020-05-01 18:35:01,1425,MegaWatts,MW,dev-5,Output
2020-04-28 17:47:16,1583,MegaWatts,MW,dev-2,Output
2020-04-28 17:41:27,1496,MegaWatts,MW,dev-2,Output
2020-05-01 18:33:55,3094,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:16,1561,MegaWatts,MW,dev-2,Output
2020-04-28 17:42:57,2902,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:33:59,1487,MegaWatts,MW,dev-10,Output
2020-04-28 17:39:08,1562,MegaWatts,MW,dev-1,Output
2020-04-28 17:40:10,3038,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:29,1410,MegaWatts,MW,dev-6,Output
2020-04-28 17:46:22,2783,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-29 16:01:06,3109,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:46,3295,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:38:40,2880,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:56,3230,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:30,3198,Revolutions per Minute,RPM,dev-6,Rotation Speed
2020-05-01 18:33:59,1498,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:33,3204,Revolutions per Minute,RPM,dev-6,Rotation Speed
2020-04-29 16:00:16,3119,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:45:51,2957,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:44:38,1570,MegaWatts,MW,dev-2,Output
2020-04-28 17:44:40,2754,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:40:46,2981,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:33,2923,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:45:44,3299,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:39,1432,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:20,1389,MegaWatts,MW,dev-2,Output
2020-04-28 17:41:06,1382,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:49,954,MegaWatts,MW,dev-5,Output
2020-05-01 18:33:54,1598,MegaWatts,MW,dev-7,Output
2020-05-01 18:34:04,1486,MegaWatts,MW,dev-5,Output
2020-04-29 16:00:11,2959,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:05,3165,Revolutions per Minute,RPM,dev-5,Rotation Speed
2020-04-28 17:39:11,1489,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:58,2909,Revolutions per Minute,RPM,dev-3,Rotation Speed
2020-05-01 18:34:16,3227,Revolutions per Minute,RPM,dev-8,Rotation Speed
2020-04-29 16:00:46,2959,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 16:00:30,1580,MegaWatts,MW,dev-2,Output
2020-04-28 17:41:18,1424,MegaWatts,MW,dev-1,Output
2020-04-28 17:41:35,3037,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:10,1526,MegaWatts,MW,dev-1,Output
2020-04-28 17:41:03,1529,MegaWatts,MW,dev-1,Output
2020-04-28 17:40:29,4170,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:47:00,1364,MegaWatts,MW,dev-2,Output
2020-04-29 16:01:11,1551,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:08,1494,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:05,1383,MegaWatts,MW,dev-2,Output
2020-04-28 17:44:25,3196,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:46:49,1485,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:14,2995,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:46:45,1614,MegaWatts,MW,dev-1,Output
2020-04-28 17:46:24,2802,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:40:57,2788,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:41:44,2896,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:45:40,1397,MegaWatts,MW,dev-1,Output
2020-04-29 16:00:54,1511,MegaWatts,MW,dev-1,Output
2020-04-28 17:43:34,1537,MegaWatts,MW,dev-1,Output
2020-04-28 17:38:51,2828,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:52,1531,MegaWatts,MW,dev-1,Output
2020-05-01 18:33:52,1557,MegaWatts,MW,dev-10,Output
2020-05-01 18:34:11,1368,MegaWatts,MW,dev-8,Output
2020-04-28 17:40:43,1509,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:25,3088,Revolutions per Minute,RPM,dev-3,Rotation Speed
2020-04-28 17:37:05,1418,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:06,1646,MegaWatts,MW,dev-10,Output
2020-05-01 18:33:56,2805,Revolutions per Minute,RPM,dev-7,Rotation Speed
2020-05-01 18:34:08,1351,MegaWatts,MW,dev-6,Output
2020-05-01 18:34:37,3117,Revolutions per Minute,RPM,dev-7,Rotation Speed
2020-05-01 18:34:11,2827,Revolutions per Minute,RPM,dev-8,Rotation Speed
2020-04-28 17:37:58,1532,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:43,1518,MegaWatts,MW,dev-2,Output
2020-04-28 17:41:53,3228,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:43:31,1636,MegaWatts,MW,dev-2,Output
2020-04-29 16:00:41,1508,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:54,2778,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:41:11,2805,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:30,1493,MegaWatts,MW,dev-9,Output
2020-04-28 17:41:14,1565,MegaWatts,MW,dev-1,Output
2020-04-28 17:45:54,1477,MegaWatts,MW,dev-1,Output
2020-04-29 15:56:48,2859,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:19,3095,Revolutions per Minute,RPM,dev-5,Rotation Speed
2020-05-01 18:34:33,1510,MegaWatts,MW,dev-6,Output
2020-05-01 18:34:27,2966,Revolutions per Minute,RPM,dev-8,Rotation Speed
2020-05-01 18:33:58,3194,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-04-28 17:40:04,2884,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:44:13,1405,MegaWatts,MW,dev-2,Output
2020-04-29 16:00:10,1517,MegaWatts,MW,dev-2,Output
2020-05-01 18:33:55,2916,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-29 16:00:58,2769,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:40:21,2837,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:33:54,1497,MegaWatts,MW,dev-8,Output
2020-05-01 18:34:36,3297,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-05-01 18:34:23,3215,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:55,2766,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:01,3251,Revolutions per Minute,RPM,dev-3,Rotation Speed
2020-04-29 16:01:13,2805,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-29 16:00:44,3190,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:35:01,1447,MegaWatts,MW,dev-2,Output
2020-05-01 18:35:00,1537,MegaWatts,MW,dev-9,Output
2020-04-28 17:37:32,2793,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:27,2805,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:40:21,1424,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:04,1600,MegaWatts,MW,dev-8,Output
2020-05-01 18:34:52,2916,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-05-01 18:34:59,2790,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:44:56,3235,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:31,1628,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:11,2756,Revolutions per Minute,RPM,dev-3,Rotation Speed
2020-04-28 17:46:42,2810,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 16:00:26,1355,MegaWatts,MW,dev-1,Output
2020-04-28 17:38:30,2818,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:43:56,1424,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:28,2731,Revolutions per Minute,RPM,dev-7,Rotation Speed
2020-04-28 17:41:26,2764,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:47:08,1574,MegaWatts,MW,dev-1,Output
2020-04-28 17:39:09,1432,MegaWatts,MW,dev-1,Output
2020-04-28 17:40:43,3151,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:42:17,1364,MegaWatts,MW,dev-2,Output
2020-04-28 17:43:40,3003,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:34,3061,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:33,1588,MegaWatts,MW,dev-2,Output
2020-04-28 17:43:03,1586,MegaWatts,MW,dev-2,Output
2020-04-29 16:00:14,1421,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:12,1635,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:45,2894,Revolutions per Minute,RPM,dev-7,Rotation Speed
2020-04-28 17:40:00,3189,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:31,3019,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:39,3013,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-04-29 15:55:10,1624,MegaWatts,MW,dev-1,Output
2020-04-28 17:38:21,3124,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:38:26,2840,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:45:35,1649,MegaWatts,MW,dev-2,Output
2020-04-28 17:40:51,2799,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:41:12,1566,MegaWatts,MW,dev-2,Output
2020-04-28 17:37:37,4080,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:42:19,1422,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:44,3107,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:39:05,2911,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:12,2761,Revolutions per Minute,RPM,dev-8,Rotation Speed
2020-04-28 17:45:46,2838,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:36,3201,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:41:44,1560,MegaWatts,MW,dev-1,Output
2020-04-28 17:37:16,1466,MegaWatts,MW,dev-2,Output
2020-04-28 17:37:06,1452,MegaWatts,MW,dev-2,Output
2020-05-01 18:33:50,3120,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-29 16:00:40,1575,MegaWatts,MW,dev-2,Output
2020-04-28 17:43:02,1404,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:06,1473,MegaWatts,MW,dev-2,Output
2020-04-28 17:45:24,1645,MegaWatts,MW,dev-2,Output
2020-04-28 17:37:20,2780,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:42:21,1377,MegaWatts,MW,dev-2,Output
2020-04-28 17:46:34,2827,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:46:17,2919,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:39:48,3066,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:45:36,1632,MegaWatts,MW,dev-2,Output
2020-04-28 17:39:05,1650,MegaWatts,MW,dev-1,Output
2020-04-28 17:41:19,3087,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:58,2957,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:30,1649,MegaWatts,MW,dev-1,Output
2020-04-28 17:39:32,1547,MegaWatts,MW,dev-1,Output
2020-04-28 17:46:10,3204,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:33:50,1429,MegaWatts,MW,dev-3,Output
2020-04-28 17:37:55,1524,MegaWatts,MW,dev-1,Output
2020-04-28 17:46:11,3195,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:35,3074,Revolutions per Minute,RPM,dev-4,Rotation Speed
2020-05-01 18:34:36,1464,MegaWatts,MW,dev-8,Output
2020-04-28 17:39:12,1525,MegaWatts,MW,dev-1,Output
2020-04-28 17:42:32,1593,MegaWatts,MW,dev-2,Output
2020-04-28 17:40:09,1373,MegaWatts,MW,dev-1,Output
2020-05-01 18:33:55,2739,Revolutions per Minute,RPM,dev-5,Rotation Speed
2020-04-28 17:37:35,1384,MegaWatts,MW,dev-2,Output
2020-04-28 17:44:39,1358,MegaWatts,MW,dev-2,Output
2020-04-28 17:46:02,3209,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:46:38,2924,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:04,3258,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:44:39,2836,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:38,3207,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:46:35,2909,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:47:12,2979,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:42:31,1420,MegaWatts,MW,dev-1,Output
2020-04-28 17:45:18,1596,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:57,1591,MegaWatts,MW,dev-1,Output
2020-04-28 17:43:22,1559,MegaWatts,MW,dev-2,Output
2020-04-28 17:37:52,2794,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:55,2817,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:45:03,2968,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:09,1401,MegaWatts,MW,dev-2,Output
2020-04-28 17:41:04,2981,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:37:15,3145,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:53,1493,MegaWatts,MW,dev-10,Output
2020-05-01 18:34:44,1363,MegaWatts,MW,dev-1,Output
2020-04-28 17:39:36,1435,MegaWatts,MW,dev-1,Output
2020-04-28 17:43:08,2931,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:42:32,2834,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:33:31,2802,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:53,1350,MegaWatts,MW,dev-3,Output
2020-05-01 18:34:35,3154,Revolutions per Minute,RPM,dev-5,Rotation Speed
2020-05-01 18:33:59,1419,MegaWatts,MW,dev-5,Output
2020-04-28 17:43:20,1620,MegaWatts,MW,dev-2,Output
2020-04-28 17:37:52,1584,MegaWatts,MW,dev-1,Output
2020-04-29 16:01:11,3145,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 16:00:17,3190,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:43:32,1489,MegaWatts,MW,dev-2,Output
2020-04-28 17:44:34,1451,MegaWatts,MW,dev-1,Output
2020-04-28 17:41:23,1436,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:23,1561,MegaWatts,MW,dev-7,Output
2020-05-01 18:34:39,1585,MegaWatts,MW,dev-6,Output
2020-04-28 17:45:05,1479,MegaWatts,MW,dev-2,Output
2020-04-29 16:00:29,1498,MegaWatts,MW,dev-2,Output
2020-04-28 17:38:02,3049,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:22,1618,MegaWatts,MW,dev-2,Output
2020-04-28 17:47:15,1420,MegaWatts,MW,dev-2,Output
2020-04-28 17:45:20,1529,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:27,1557,MegaWatts,MW,dev-2,Output
2020-04-28 17:44:09,1567,MegaWatts,MW,dev-1,Output
2020-04-29 16:00:27,2750,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:42,1564,MegaWatts,MW,dev-5,Output
2020-05-01 18:34:47,2753,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-04-28 17:45:30,1568,MegaWatts,MW,dev-1,Output
2020-05-01 18:33:54,2712,Revolutions per Minute,RPM,dev-7,Rotation Speed
2020-05-01 18:34:34,1460,MegaWatts,MW,dev-2,Output
2020-04-28 17:39:27,3013,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:33:54,2906,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:38:52,1526,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:39,2888,Revolutions per Minute,RPM,dev-5,Rotation Speed
2020-05-01 18:34:48,1617,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:49,1619,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:24,2825,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:44:30,2990,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:34:52,3060,Revolutions per Minute,RPM,dev-9,Rotation Speed
2020-04-28 17:42:34,2785,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:41:26,1473,MegaWatts,MW,dev-2,Output
2020-04-28 17:45:32,3208,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:45:21,2867,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:37:09,2894,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:41:25,2752,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:21,3016,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 16:00:28,1405,MegaWatts,MW,dev-1,Output
2020-04-29 16:01:08,1354,MegaWatts,MW,dev-1,Output
2020-04-28 17:40:18,1449,MegaWatts,MW,dev-1,Output
2020-04-28 17:43:58,3151,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:59,3000,Revolutions per Minute,RPM,dev-6,Rotation Speed
2020-05-01 18:34:42,1515,MegaWatts,MW,dev-9,Output
2020-04-29 16:01:03,1020,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:41,2941,Revolutions per Minute,RPM,dev-5,Rotation Speed
2020-04-28 17:40:27,3101,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:27,2959,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:42:35,2784,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 16:00:45,1457,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:37,1551,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:11,2889,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-04-28 17:43:11,1449,MegaWatts,MW,dev-1,Output
2020-05-01 18:33:55,3012,Revolutions per Minute,RPM,dev-3,Rotation Speed
2020-05-01 18:34:43,1508,MegaWatts,MW,dev-7,Output
2020-04-28 17:43:42,3020,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:37:22,2864,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:45:47,1354,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:22,3077,Revolutions per Minute,RPM,dev-3,Rotation Speed
2020-05-01 18:34:01,3253,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-04-28 17:41:36,2899,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:45,2758,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-05-01 18:34:14,1378,MegaWatts,MW,dev-4,Output
2020-04-28 17:40:29,940,MegaWatts,MW,dev-1,Output
2020-05-01 18:33:56,2805,Revolutions per Minute,RPM,dev-4,Rotation Speed
2020-04-28 17:41:39,1432,MegaWatts,MW,dev-2,Output
2020-04-28 17:47:21,3253,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:44:52,1365,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:17,1504,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:40,3288,Revolutions per Minute,RPM,dev-6,Rotation Speed
2020-05-01 18:34:34,1645,MegaWatts,MW,dev-6,Output
2020-04-28 17:41:37,1356,MegaWatts,MW,dev-2,Output
2020-04-28 17:43:14,1383,MegaWatts,MW,dev-1,Output
2020-04-28 17:41:35,2770,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:18,1355,MegaWatts,MW,dev-7,Output
2020-05-01 18:34:52,3226,Revolutions per Minute,RPM,dev-6,Rotation Speed
2020-04-28 17:39:47,1510,MegaWatts,MW,dev-1,Output
2020-04-29 16:00:40,1521,MegaWatts,MW,dev-1,Output
2020-04-28 17:42:08,1366,MegaWatts,MW,dev-2,Output
2020-04-28 17:37:39,3044,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:38:15,1456,MegaWatts,MW,dev-2,Output
2020-05-01 18:35:03,3043,Revolutions per Minute,RPM,dev-7,Rotation Speed
2020-05-01 18:34:06,1494,MegaWatts,MW,dev-8,Output
2020-04-29 15:55:10,1563,MegaWatts,MW,dev-2,Output
2020-04-29 16:00:59,1600,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:48,3165,Revolutions per Minute,RPM,dev-8,Rotation Speed
2020-04-28 17:38:00,2862,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:36,1488,MegaWatts,MW,dev-1,Output
2020-04-28 17:44:53,3062,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:46:35,2759,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-29 16:00:22,2813,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:44:33,1645,MegaWatts,MW,dev-1,Output
2020-04-28 17:38:32,3160,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:33:53,1466,MegaWatts,MW,dev-2,Output
2020-04-29 16:01:03,3978,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:43:43,2910,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:33:54,1400,MegaWatts,MW,dev-9,Output
2020-05-01 18:34:25,1621,MegaWatts,MW,dev-10,Output
2020-05-01 18:34:19,1548,MegaWatts,MW,dev-2,Output
2020-04-28 17:39:18,2771,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:19,1547,MegaWatts,MW,dev-7,Output
2020-04-28 17:42:52,1437,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:00,3292,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-04-28 17:45:28,3058,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:40:37,1365,MegaWatts,MW,dev-1,Output
2020-04-28 17:43:39,1467,MegaWatts,MW,dev-1,Output
2020-04-29 16:00:20,3174,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-29 16:01:08,2998,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:08,3298,Revolutions per Minute,RPM,dev-6,Rotation Speed
2020-04-28 17:43:07,1611,MegaWatts,MW,dev-1,Output
2020-04-28 17:46:29,1512,MegaWatts,MW,dev-2,Output
2020-05-01 18:34:08,3122,Revolutions per Minute,RPM,dev-10,Rotation Speed
2020-05-01 18:34:25,3064,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-04-28 17:39:50,1398,MegaWatts,MW,dev-1,Output
2020-05-01 18:34:08,3169,Revolutions per Minute,RPM,dev-4,Rotation Speed
2020-05-01 18:34:31,3009,Revolutions per Minute,RPM,dev-6,Rotation Speed
2020-04-28 17:39:12,2713,Revolutions per Minute,RPM,dev-1,Rotation Speed
2020-05-01 18:34:51,3005,Revolutions per Minute,RPM,dev-3,Rotation Speed
2020-05-01 18:34:34,1501,MegaWatts,MW,dev-1,Output
2020-04-29 16:00:23,3130,Revolutions per Minute,RPM,dev-2,Rotation Speed
2020-05-01 18:33:59,1368,MegaWatts,MW,dev-8,Output
